source_id,title,url,source_type,publisher_class,source_date,tier_research,fulltext_status,chat_covered,needs_recheck,dedupe_key,promotion_target,handbook_delta,notes_short
src_oz_warp_cloudagents_pdf_2026,Oz / Warp – Cloud Agents for Enterprise (uploaded PDF),local-file:Oz-Warp-CloudAgents.pdf,uploaded-pdf,vendor-pdf,2026,c,pdf-reviewed-in-chat,yes,yes,file:Oz-Warp-CloudAgents.pdf,blackboard_only,medium,"Orchestration, audit trail, recoverability, human approval; vendor claims need triangulation."
src_karpathy_autoresearch_20260310,GitHub – karpathy/autoresearch,https://github.com/karpathy/autoresearch,github-repo,community-repo,2026-03-10,c,readme-plus-selected-files,yes,yes,github:karpathy/autoresearch,template_candidate,high,program.md as lightweight skill; fixed 5-minute experiment loop; single editable file; keep/discard via val_bpb; strong harness/runbook pattern.
src_awesome_system_design_resources_20260310,GitHub – ashishps1/awesome-system-design-resources,https://github.com/ashishps1/awesome-system-design-resources,awesome-list,curated-link-list,2026-03-10,c,readme-reviewed,yes,yes,github:ashishps1/awesome-system-design-resources,library_only,low_medium,"Broad system-design and interview resource hub; useful as background library, but low direct agentic-SWE delta."
src_smart_codebase_20260311,GitHub – cxOrz/smart-codebase,https://github.com/cxOrz/smart-codebase,github-repo,community-repo,2026-03-11,c,readme-reviewed,yes,yes,github:cxOrz/smart-codebase,handbook_candidate,high,"OpenCode plugin for auto-extracted project knowledge; project SKILL index plus module knowledge files; strong shared-context, memory-layer and session-lifecycle pattern."
src_openai_codex_best_practices_2026,OpenAI Codex Docs – Best practices,https://developers.openai.com/codex/learn/best-practices,vendor-doc,vendor-docs,2026-??-??,c,fulltext-reviewed,yes,no,url:developers.openai.com/codex/learn/best-practices,handbook_candidate,very_high,"Official Codex operating guide: prompt structure, plan-first, short layered AGENTS.md, config layering, tests/review, MCP, skills, automations, and session controls."
src_openai_symphony_20260311,GitHub – openai/symphony,https://github.com/openai/symphony,github-repo,vendor-open-source-repo,2026-03-11,c,readme-plus-docs-reviewed,yes,yes,github:openai/symphony,handbook_candidate,very_high,"Official OpenAI orchestration model for autonomous coding work: per-issue isolated workspaces, in-repo WORKFLOW.md contract, tracker-driven dispatch, retries, reconciliation, observability, and explicit trust/safety posture; preview/prototype so recheck needed."
src_arxiv_2603_02766_20260303,arXiv:2603.02766 – EvoSkill: Automated Skill Discovery for Multi-Agent Systems,https://arxiv.org/abs/2603.02766,preprint,arxiv,2026-03-03,b,page-reviewed,yes,yes,arxiv:2603.02766,handbook_candidate,high,Automated skill discovery from failure analysis; structured reusable skill folders; Pareto selection on held-out validation; reported gains on OfficeQA and SealQA plus zero-shot transfer to BrowseComp.
src_paperclipai_paperclip_20260312,GitHub – paperclipai/paperclip,https://github.com/paperclipai/paperclip,github-repo,company-repo,2026-03-12,c,readme-plus-docs-reviewed,yes,yes,github:paperclipai/paperclip,handbook_candidate,high,"Agent-company control plane with org charts, goals, heartbeats, budgets, approvals, task checkout semantics, and audit logging; strong governance and lifecycle pattern, but code-level enforcement still needs recheck."
src_agentsys_20260312,GitHub – agent-sh/agentsys,https://github.com/agent-sh/agentsys,github-repo,community-repo,2026-03-12,c,readme-reviewed,yes,yes,github:agent-sh/agentsys,handbook_candidate,high,"Modular runtime and orchestration system for AI agents; marketplace/installer for plugins, agents, and skills; phase-gated pipelines, persistent state across sessions, and command-driven workflow model; renamed from awesome-slash."
src_public_apis_20260312,GitHub – public-apis/public-apis,https://github.com/public-apis/public-apis,awesome-list,curated-link-list,2026-03-12,c,readme-reviewed,yes,yes,github:public-apis/public-apis,library_only,low,"Large community-curated catalog of free public APIs across many domains; useful as background integration/library resource, but low direct agentic-SWE delta."
src_live_swe_agent_20260312,GitHub – OpenAutoCoder/live-swe-agent,https://github.com/OpenAutoCoder/live-swe-agent,github-repo,community-repo,2026-03-12,c,readme-reviewed,yes,yes,github:OpenAutoCoder/live-swe-agent,handbook_candidate,high,"Runtime self-evolving SWE agent scaffold built on mini-swe-agent; strong benchmark/evaluation framing with SWE-bench artifacts and release data; promising for self-modifying scaffold, harness, and fair-eval patterns, but core claims need paper/code recheck."
src_autocontext_20260313,GitHub – greyhaven-ai/autocontext,https://github.com/greyhaven-ai/autocontext,github-repo,community-repo,2026-03-13,c,readme-reviewed,yes,yes,github:greyhaven-ai/autocontext,handbook_candidate,high,"Closed-loop agent improvement system with persistent playbooks and lessons across runs, multi-role analysis/coach/curator loop, staged validation and rollback, harness-aware execution, and optional frontier-to-local distillation; formerly named MTS."
src_anthropic_cybersecurity_skills_20260314,GitHub – mukul975/Anthropic-Cybersecurity-Skills,https://github.com/mukul975/Anthropic-Cybersecurity-Skills,github-repo,community-repo,2026-03-14,c,readme-reviewed,yes,yes,github:mukul975/Anthropic-Cybersecurity-Skills,template_candidate,medium_high,"Large agentskills.io-compatible cybersecurity skill library; strong example of progressive disclosure, YAML routing metadata, and consistent skill anatomy with workflow and verification, but domain is cyber-specific and sample skills still need recheck."
src_agent_skills_hub_20260314,GitHub – zhuyansen/agent-skills-hub,https://github.com/zhuyansen/agent-skills-hub,github-repo,community-repo,2026-03-14,c,readme-reviewed,yes,yes,github:zhuyansen/agent-skills-hub,handbook_candidate,medium_high,"Discovery and evaluation platform for 6,000+ agent skills, MCP servers, and AI tools; explicit cleaning, scoring, and ranking pipeline with agent-readiness and quality dimensions; public deployment at agentskillshub.top; implementation details still need recheck."
src_claude_codex_settings_20260316,GitHub – fcakyon/claude-codex-settings,https://github.com/fcakyon/claude-codex-settings,github-repo,community-repo,2026-03-16,c,readme-reviewed,yes,yes,github:fcakyon/claude-codex-settings,template_candidate,high,"Battle-tested Claude Code and OpenAI Codex setup with plugins, skills, commands, hooks, subagents, and MCP servers; notable cross-tool pattern via CLAUDE.md -> AGENTS.md symlink and reusable workflow packages."
src_arxiv_2603_11808_20260312,arXiv:2603.11808 – Repo-to-skill knowledge transfer preprint,https://arxiv.org/abs/2603.11808,preprint,arxiv,2026-03-12,b,page-reviewed,yes,yes,arxiv:2603.11808,handbook_candidate,medium_high,Skill extraction from OSS agent repos into reusable skill specs; strong transfer claim but artifact/eval recheck needed.
src_fabro_20260318,GitHub – fabro-sh/fabro,https://github.com/fabro-sh/fabro,github-repo,company-repo,2026-03-18,c,readme-reviewed,yes,yes,github:fabro-sh/fabro,handbook_candidate,high,"Workflow-graph orchestration with human gates, multi-model routing, cloud sandboxes, git checkpointing, and retrospectives."
src_openjarvis_20260318,GitHub – open-jarvis/OpenJarvis,https://github.com/open-jarvis/OpenJarvis,github-repo,community-repo,2026-03-18,c,readme-reviewed,yes,yes,github:open-jarvis/OpenJarvis,blackboard_only,medium,Local-first personal AI stack with on-device agents and memory loops; only indirect ASWE relevance so keep blackboard-only.
src_codefire_20260318,GitHub – websitebutlers/codefire-app,https://github.com/websitebutlers/codefire-app,github-repo,company-repo,2026-03-18,c,readme-plus-selected-files,yes,yes,github:websitebutlers/codefire-app,handbook_candidate,high,"Persistent project memory companion via MCP with SQLite schema, local server, search, browser automation, and cross-CLI setup."
src_publicapis_marcelscruz_20260319,GitHub – marcelscruz/public-apis,https://github.com/marcelscruz/public-apis,awesome-list,curated-link-list,2026-03-19,d,readme-reviewed,yes,yes,github:marcelscruz/public-apis,blackboard_only,low,"API directory/discovery surface; useful as ecosystem background, not as a direct ASWE method source."
src_mcpplaywright_20260319,GitHub – executeautomation/mcp-playwright,https://github.com/executeautomation/mcp-playwright,github-repo,community-repo,2026-03-19,c,readme-reviewed,yes,yes,github:executeautomation/mcp-playwright,handbook_candidate,medium_high,"MCP execution adapter for browser automation, scraping, screenshots, JS execution, and device emulation."
src_gitclaw_20260319,GitHub – open-gitagent/gitclaw,https://github.com/open-gitagent/gitclaw,github-repo,community-repo,2026-03-19,c,readme-reviewed,yes,yes,github:open-gitagent/gitclaw,handbook_candidate,high,"Agents-as-repos model with agent.yaml, SOUL.md, memory, skills, hooks, and repo/session branch mechanics."
src_sweaf_20260319,GitHub – Agent-Field/SWE-AF,https://github.com/Agent-Field/SWE-AF,github-repo,research-repo,2026-03-19,b,readme-reviewed,yes,yes,github:Agent-Field/SWE-AF,handbook_candidate,high,"Autonomous engineering factory with PRD, issue DAGs, parallel worktrees, coder/tester/reviewer roles, and verification passes."
src_dlt_20260320,GitHub – dlt-hub/dlt,https://github.com/dlt-hub/dlt,github-repo,company-repo,2026-03-20,d,readme-reviewed,yes,yes,github:dlt-hub/dlt,blackboard_only,low,Data-loading/ETL substrate with some agent-friendly surfaces; indirect ASWE relevance only.
src_chunkhound_20260320,GitHub – chunkhound/chunkhound,https://github.com/chunkhound/chunkhound,github-repo,company-repo,2026-03-20,c,readme-reviewed,yes,yes,github:chunkhound/chunkhound,handbook_candidate,medium_high,"Local-first codebase intelligence with semantic chunking, multi-hop search, real-time indexing, and MCP exposure."
src_ccw_20260320,GitHub – catlog22/Claude-Code-Workflow,https://github.com/catlog22/Claude-Code-Workflow,github-repo,community-repo,2026-03-20,c,readme-reviewed,yes,yes,github:catlog22/Claude-Code-Workflow,handbook_candidate,high,"Multi-CLI workflow framework with agents, skills, queue scheduler, message bus, session lifecycle, and dashboard."
src_temporal_python_sdk_20260321,GitHub – temporalio/sdk-python,https://github.com/temporalio/sdk-python,github-repo,vendor-open-source-repo,2026-03-21,c,readme-reviewed,yes,yes,github:temporalio/sdk-python,blackboard_only,medium,"Durable execution substrate with workflows, activities, replay, signals, sandboxing, and tracing; supportive runtime layer, not ASWE-specific."
src_ccgs_20260321,GitHub – Donchitos/Claude-Code-Game-Studios,https://github.com/Donchitos/Claude-Code-Game-Studios,github-repo,community-repo,2026-03-21,c,readme-reviewed,yes,yes,github:Donchitos/Claude-Code-Game-Studios,handbook_candidate,medium_high,"Domain-specific agent studio template with hierarchies, hooks, rules, workflows, and release-oriented team commands."
src_gstackauto_20260321,GitHub – loperanger7/gstack-auto,https://github.com/loperanger7/gstack-auto,github-repo,community-repo,2026-03-21,c,readme-reviewed,yes,yes,github:loperanger7/gstack-auto,handbook_candidate,medium_high,"Spec-driven parallel candidate generation with worktrees, scorecards, winner selection, and iterative build-review-QA loops."
src_vibecosystem_20260322,GitHub – vibeeval/vibecosystem,https://github.com/vibeeval/vibecosystem,github-repo,community-repo,2026-03-22,c,readme-reviewed,yes,yes,github:vibeeval/vibecosystem,handbook_candidate,high,"Large Claude-Code-oriented team system with many agents, skills, hooks, rules, and cross-project learning claims."
src_swarms_20260322,GitHub – kyegomez/swarms,https://github.com/kyegomez/swarms,github-repo,company-repo,2026-03-22,c,readme-reviewed,yes,yes,github:kyegomez/swarms,handbook_candidate,medium_high,"Broad multi-agent platform with hierarchical swarms, registries, skills, memory, protocols, and marketplace layers."
src_clawith_20260322,GitHub – dataelement/Clawith,https://github.com/dataelement/Clawith,github-repo,company-repo,2026-03-22,c,readme-reviewed,yes,yes,github:dataelement/Clawith,handbook_candidate,high,"Organization-centric agent platform with persistent identity, memory, triggers, approvals, audit trail, and digital-employee framing."
src_anchor_engine_node_20260322,GitHub – RSBalchII/anchor-engine-node,https://github.com/RSBalchII/anchor-engine-node,github-repo,community-repo,2026-03-22,c,readme-reviewed,yes,yes,github:RSBalchII/anchor-engine-node,handbook_candidate,medium_high,"Deterministic semantic memory with provenance, graph traversal, distillation, and MCP-facing retrieval for agents."
src_supercheck_20260322,GitHub – supercheck-io/supercheck,https://github.com/supercheck-io/supercheck,github-repo,company-repo,2026-03-22,c,readme-reviewed,yes,yes,github:supercheck-io/supercheck,handbook_candidate,medium_high,"Verification and monitoring surface with tests, load, uptime, traceability, sandboxed execution jobs, RBAC, and audit trails."
src_chorus_20260322,GitHub – Chorus-AIDLC/Chorus,https://github.com/Chorus-AIDLC/Chorus,github-repo,research-repo,2026-03-22,c,readme-reviewed,yes,yes,github:Chorus-AIDLC/Chorus,handbook_candidate,high,"Agent harness with task state machine, context continuity, sub-agent orchestration, observability, and plan-first PM/developer/admin roles."
src_deerflow_20260322,GitHub – bytedance/deer-flow,https://github.com/bytedance/deer-flow,github-repo,vendor-open-source-repo,2026-03-22,b,readme-reviewed,yes,yes,github:bytedance/deer-flow,handbook_candidate,high,"Super-agent harness with sub-agents, skills, memory, sandboxing, MCP, and multi-channel task intake."
src_hermes_agent_20260322,GitHub – NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,github-repo,research-repo,2026-03-22,b,readme-reviewed,yes,yes,github:NousResearch/hermes-agent,handbook_candidate,high,"Self-improving agent with skill creation, memory, cross-session recall, subagents, cron automation, and multi-channel gateway."
src_arxiv_2603_19461_20260319,arXiv:2603.19461 – Hyperagents,https://arxiv.org/abs/2603.19461,preprint,arxiv,2026-03-19,b,page-reviewed,yes,yes,arxiv:2603.19461,handbook_candidate,medium_high,Self-referential self-improvement where task and meta-improvement logic are jointly editable; more general than ASWE-specific.
src_arxiv_2510_04618_20260129,arXiv:2510.04618 – Agentic Context Engineering,https://arxiv.org/abs/2510.04618,preprint,arxiv,2026-01-29,b,page-reviewed,yes,yes,arxiv:2510.04618,handbook_candidate,high,"Evolving playbooks for context and memory adaptation via generation, reflection, and curation; strong self-improvement relevance."
src_ladder_20260323,GitHub – danielmiessler/Ladder,https://github.com/danielmiessler/Ladder,github-repo,community-repo,2026-03-23,c,readme-reviewed,yes,yes,github:danielmiessler/Ladder,blackboard_only,medium,"Autonomous idea-hypothesis-experiment loop for research/optimization; conceptual meta-loop, not direct ASWE implementation."
src_mementoskills_20260325,GitHub – Memento-Teams/Memento-Skills,https://github.com/Memento-Teams/Memento-Skills,github-repo,research-repo,2026-03-25,b,readme-reviewed,yes,yes,github:Memento-Teams/Memento-Skills,handbook_candidate,high,"Self-evolving skill framework with router, skill library, utility scoring, reflection, and rewrite loop across deployments."
src_arxiv_2603_22455_20260323,arXiv:2603.22455 – SkillRouter,https://arxiv.org/abs/2603.22455,preprint,arxiv,2026-03-23,b,page-reviewed,yes,yes,arxiv:2603.22455,handbook_candidate,high,Retrieve-and-rerank skill selection at scale; skill bodies outperform metadata-only routing for large skill pools.
src_arxiv_2602_16301_20260218,arXiv:2602.16301 – Multi-agent cooperation through in-context co-player inference,https://arxiv.org/abs/2602.16301,preprint,arxiv,2026-02-18,d,page-reviewed,yes,yes,arxiv:2602.16301,blackboard_only,low,Theoretical multi-agent cooperation paper; useful background but weak direct ASWE delta.
src_arxiv_2603_23234_20260324,arXiv:2603.23234 – MemCollab,https://arxiv.org/abs/2603.23234,preprint,arxiv,2026-03-24,b,page-reviewed,yes,yes,arxiv:2603.23234,handbook_candidate,medium_high,Cross-agent memory collaboration via contrastive trajectory distillation and task-aware retrieval.
src_openai_codex_plugins_20260323,OpenAI Codex Docs – Plugins,https://developers.openai.com/codex/plugins,vendor-doc,vendor-docs,2026-03-23,b,page-reviewed,yes,no,url:developers.openai.com/codex/plugins,handbook_candidate,very_high,Official artifact boundary for plugin vs skill vs app vs MCP config vs marketplace/catalog in Codex.
src_iii_dev_20260328,iii.dev – Interoperable Invocation Interface,https://iii.dev/,docs-site,product-docs,2026-03-28,b,page-reviewed,yes,yes,domain:iii.dev,handbook_candidate,high,"Runtime architecture around engine, workers, modules, triggers, state, queues, cron, and observability."
src_arxiv_2509_06216_20250923,arXiv:2509.06216 – Agentic Software Engineering: Foundational Pillars and a Research Roadmap,https://arxiv.org/abs/2509.06216,preprint,arxiv,2025-09-23,b,page-reviewed,yes,yes,arxiv:2509.06216,handbook_candidate,very_high,"Conceptual scaffold for ASWE with SE for Humans/Agents, ACE/AEE, MRP/CRP, and research roadmap vocabulary."
src_agenticse_book_20260328,AgenticSE Book PDF,https://agenticse-book.github.io/pdf/AgenticSE_Book.pdf,pdf-book,book-pdf,2026-03-28,a,pdf-reviewed-in-chat,yes,yes,pdf:agenticse-book.github.io/AgenticSE_Book.pdf,handbook_candidate,very_high,"Operational ASWE book with context, coordination, capability, trust, workbench engineering, and merge-readiness packs."
src_aevolve_20260325,GitHub – A-EVO-Lab/a-evolve,https://github.com/A-EVO-Lab/a-evolve,github-repo,research-repo,2026-03-25,b,readme-reviewed,yes,yes,github:A-EVO-Lab/a-evolve,handbook_candidate,high,"Universal infrastructure for self-improving agents with workspace contracts, holdout gating, rollback, and benchmark adapters."
src_cai_20260329,GitHub – aliasrobotics/cai,https://github.com/aliasrobotics/cai,github-repo,company-repo,2026-03-29,c,readme-reviewed,yes,yes,github:aliasrobotics/cai,handbook_candidate,medium_high,"Security-focused agent framework with tools, handoffs, patterns, guardrails, HITL, tracing, and auction/self-refinement patterns."
src_arxiv_2603_28052_20260330,arXiv:2603.28052 – Meta-Harness,https://arxiv.org/abs/2603.28052,preprint,arxiv,2026-03-30,b,page-reviewed,yes,yes,arxiv:2603.28052,handbook_candidate,high,"End-to-end optimization of harness code around models using prior scores, traces, and filesystem-carried candidate history."
src_ohmycodex_20260323,GitHub – Yeachan-Heo/oh-my-codex,https://github.com/Yeachan-Heo/oh-my-codex,github-repo,community-repo,2026-03-23,b,readme-reviewed,yes,yes,github:Yeachan-Heo/oh-my-codex,handbook_candidate,high,"Codex-oriented workflow/runtime layer with deep interview, plan approval, team orchestration, and persistent .omx state."
src_arxiv_2604_02268_20260402,arXiv:2604.02268 – SKILL0,https://arxiv.org/abs/2604.02268,preprint,arxiv,2026-04-02,b,page-reviewed,yes,yes,arxiv:2604.02268,handbook_candidate,high,Skill internalization via in-context agentic RL and dynamic curriculum; useful for retrieval-vs-internalization boundary.
src_anthropic_managed_agents_20260408,Anthropic Engineering – Managed Agents,https://www.anthropic.com/engineering/managed-agents,blog,vendor-engineering-blog,2026-04-08,b,page-reviewed,yes,yes,url:anthropic.com/engineering/managed-agents,handbook_candidate,very_high,"Durable managed-agent runtime with session log, harness/sandbox separation, wake/replay, and credential boundary patterns."
src_arxiv_2604_06015_20260407,arXiv:2604.06015 – How LLMs Follow Instructions,https://arxiv.org/abs/2604.06015,preprint,arxiv,2026-04-07,d,page-reviewed,yes,yes,arxiv:2604.06015,blackboard_only,low,"Instruction-following as coordination of specialized skills; theory background, not direct ASWE guidance."
src_markitdown_20260409,GitHub – microsoft/markitdown,https://github.com/microsoft/markitdown,github-repo,vendor-open-source-repo,2026-04-09,c,readme-reviewed,yes,yes,github:microsoft/markitdown,blackboard_only,medium,"Document/media-to-Markdown ingestion layer with MCP server and plugin surface; useful substrate, not an ASWE core pattern."
