source_id,title,url,source_type,publisher_class,source_date,tier_research,fulltext_status,chat_covered,needs_recheck,dedupe_key,promotion_target,handbook_delta,notes_short
src_ccw_20260320,GitHub – catlog22/Claude-Code-Workflow,https://github.com/catlog22/Claude-Code-Workflow,github-repo,community-repo,2026-03-20,c,readme-reviewed,yes,yes,github:catlog22/Claude-Code-Workflow,handbook_candidate,high,"Multi-CLI workflow framework with agents, skills, queue scheduler, message bus, session lifecycle, and dashboard."
src_temporal_python_sdk_20260321,GitHub – temporalio/sdk-python,https://github.com/temporalio/sdk-python,github-repo,vendor-open-source-repo,2026-03-21,c,readme-reviewed,yes,yes,github:temporalio/sdk-python,blackboard_only,medium,"Durable execution substrate with workflows, activities, replay, signals, sandboxing, and tracing; supportive runtime layer, not ASWE-specific."
src_ccgs_20260321,GitHub – Donchitos/Claude-Code-Game-Studios,https://github.com/Donchitos/Claude-Code-Game-Studios,github-repo,community-repo,2026-03-21,c,readme-reviewed,yes,yes,github:Donchitos/Claude-Code-Game-Studios,handbook_candidate,medium_high,"Domain-specific agent studio template with hierarchies, hooks, rules, workflows, and release-oriented team commands."
src_gstackauto_20260321,GitHub – loperanger7/gstack-auto,https://github.com/loperanger7/gstack-auto,github-repo,community-repo,2026-03-21,c,readme-reviewed,yes,yes,github:loperanger7/gstack-auto,handbook_candidate,medium_high,"Spec-driven parallel candidate generation with worktrees, scorecards, winner selection, and iterative build-review-QA loops."
src_vibecosystem_20260322,GitHub – vibeeval/vibecosystem,https://github.com/vibeeval/vibecosystem,github-repo,community-repo,2026-03-22,c,readme-reviewed,yes,yes,github:vibeeval/vibecosystem,handbook_candidate,high,"Large Claude-Code-oriented team system with many agents, skills, hooks, rules, and cross-project learning claims."
src_swarms_20260322,GitHub – kyegomez/swarms,https://github.com/kyegomez/swarms,github-repo,company-repo,2026-03-22,c,readme-reviewed,yes,yes,github:kyegomez/swarms,handbook_candidate,medium_high,"Broad multi-agent platform with hierarchical swarms, registries, skills, memory, protocols, and marketplace layers."
src_clawith_20260322,GitHub – dataelement/Clawith,https://github.com/dataelement/Clawith,github-repo,company-repo,2026-03-22,c,readme-reviewed,yes,yes,github:dataelement/Clawith,handbook_candidate,high,"Organization-centric agent platform with persistent identity, memory, triggers, approvals, audit trail, and digital-employee framing."
src_anchor_engine_node_20260322,GitHub – RSBalchII/anchor-engine-node,https://github.com/RSBalchII/anchor-engine-node,github-repo,community-repo,2026-03-22,c,readme-reviewed,yes,yes,github:RSBalchII/anchor-engine-node,handbook_candidate,medium_high,"Deterministic semantic memory with provenance, graph traversal, distillation, and MCP-facing retrieval for agents."
src_supercheck_20260322,GitHub – supercheck-io/supercheck,https://github.com/supercheck-io/supercheck,github-repo,company-repo,2026-03-22,c,readme-reviewed,yes,yes,github:supercheck-io/supercheck,handbook_candidate,medium_high,"Verification and monitoring surface with tests, load, uptime, traceability, sandboxed execution jobs, RBAC, and audit trails."
src_chorus_20260322,GitHub – Chorus-AIDLC/Chorus,https://github.com/Chorus-AIDLC/Chorus,github-repo,research-repo,2026-03-22,c,readme-reviewed,yes,yes,github:Chorus-AIDLC/Chorus,handbook_candidate,high,"Agent harness with task state machine, context continuity, sub-agent orchestration, observability, and plan-first PM/developer/admin roles."
src_deerflow_20260322,GitHub – bytedance/deer-flow,https://github.com/bytedance/deer-flow,github-repo,vendor-open-source-repo,2026-03-22,b,readme-reviewed,yes,yes,github:bytedance/deer-flow,handbook_candidate,high,"Super-agent harness with sub-agents, skills, memory, sandboxing, MCP, and multi-channel task intake."
src_hermes_agent_20260322,GitHub – NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,github-repo,research-repo,2026-03-22,b,readme-reviewed,yes,yes,github:NousResearch/hermes-agent,handbook_candidate,high,"Self-improving agent with skill creation, memory, cross-session recall, subagents, cron automation, and multi-channel gateway."
src_arxiv_2603_19461_20260319,arXiv:2603.19461 – Hyperagents,https://arxiv.org/abs/2603.19461,preprint,arxiv,2026-03-19,b,page-reviewed,yes,yes,arxiv:2603.19461,handbook_candidate,medium_high,Self-referential self-improvement where task and meta-improvement logic are jointly editable; more general than ASWE-specific.
src_arxiv_2510_04618_20260129,arXiv:2510.04618 – Agentic Context Engineering,https://arxiv.org/abs/2510.04618,preprint,arxiv,2026-01-29,b,page-reviewed,yes,yes,arxiv:2510.04618,handbook_candidate,high,"Evolving playbooks for context and memory adaptation via generation, reflection, and curation; strong self-improvement relevance."
src_ladder_20260323,GitHub – danielmiessler/Ladder,https://github.com/danielmiessler/Ladder,github-repo,community-repo,2026-03-23,c,readme-reviewed,yes,yes,github:danielmiessler/Ladder,blackboard_only,medium,"Autonomous idea-hypothesis-experiment loop for research/optimization; conceptual meta-loop, not direct ASWE implementation."
src_mementoskills_20260325,GitHub – Memento-Teams/Memento-Skills,https://github.com/Memento-Teams/Memento-Skills,github-repo,research-repo,2026-03-25,b,readme-reviewed,yes,yes,github:Memento-Teams/Memento-Skills,handbook_candidate,high,"Self-evolving skill framework with router, skill library, utility scoring, reflection, and rewrite loop across deployments."
src_arxiv_2603_22455_20260323,arXiv:2603.22455 – SkillRouter,https://arxiv.org/abs/2603.22455,preprint,arxiv,2026-03-23,b,page-reviewed,yes,yes,arxiv:2603.22455,handbook_candidate,high,Retrieve-and-rerank skill selection at scale; skill bodies outperform metadata-only routing for large skill pools.
src_arxiv_2602_16301_20260218,arXiv:2602.16301 – Multi-agent cooperation through in-context co-player inference,https://arxiv.org/abs/2602.16301,preprint,arxiv,2026-02-18,d,page-reviewed,yes,yes,arxiv:2602.16301,blackboard_only,low,Theoretical multi-agent cooperation paper; useful background but weak direct ASWE delta.
src_arxiv_2603_23234_20260324,arXiv:2603.23234 – MemCollab,https://arxiv.org/abs/2603.23234,preprint,arxiv,2026-03-24,b,page-reviewed,yes,yes,arxiv:2603.23234,handbook_candidate,medium_high,Cross-agent memory collaboration via contrastive trajectory distillation and task-aware retrieval.
src_openai_codex_plugins_20260323,OpenAI Codex Docs – Plugins,https://developers.openai.com/codex/plugins,vendor-doc,vendor-docs,2026-03-23,b,page-reviewed,yes,no,url:developers.openai.com/codex/plugins,handbook_candidate,very_high,Official artifact boundary for plugin vs skill vs app vs MCP config vs marketplace/catalog in Codex.
src_iii_dev_20260328,iii.dev – Interoperable Invocation Interface,https://iii.dev/,docs-site,product-docs,2026-03-28,b,page-reviewed,yes,yes,domain:iii.dev,handbook_candidate,high,"Runtime architecture around engine, workers, modules, triggers, state, queues, cron, and observability."
src_arxiv_2509_06216_20250923,arXiv:2509.06216 – Agentic Software Engineering: Foundational Pillars and a Research Roadmap,https://arxiv.org/abs/2509.06216,preprint,arxiv,2025-09-23,b,page-reviewed,yes,yes,arxiv:2509.06216,handbook_candidate,very_high,"Conceptual scaffold for ASWE with SE for Humans/Agents, ACE/AEE, MRP/CRP, and research roadmap vocabulary."
src_agenticse_book_20260328,AgenticSE Book PDF,https://agenticse-book.github.io/pdf/AgenticSE_Book.pdf,pdf-book,book-pdf,2026-03-28,a,pdf-reviewed-in-chat,yes,yes,pdf:agenticse-book.github.io/AgenticSE_Book.pdf,handbook_candidate,very_high,"Operational ASWE book with context, coordination, capability, trust, workbench engineering, and merge-readiness packs."
src_aevolve_20260325,GitHub – A-EVO-Lab/a-evolve,https://github.com/A-EVO-Lab/a-evolve,github-repo,research-repo,2026-03-25,b,readme-reviewed,yes,yes,github:A-EVO-Lab/a-evolve,handbook_candidate,high,"Universal infrastructure for self-improving agents with workspace contracts, holdout gating, rollback, and benchmark adapters."
src_cai_20260329,GitHub – aliasrobotics/cai,https://github.com/aliasrobotics/cai,github-repo,company-repo,2026-03-29,c,readme-reviewed,yes,yes,github:aliasrobotics/cai,handbook_candidate,medium_high,"Security-focused agent framework with tools, handoffs, patterns, guardrails, HITL, tracing, and auction/self-refinement patterns."
src_arxiv_2603_28052_20260330,arXiv:2603.28052 – Meta-Harness,https://arxiv.org/abs/2603.28052,preprint,arxiv,2026-03-30,b,page-reviewed,yes,yes,arxiv:2603.28052,handbook_candidate,high,"End-to-end optimization of harness code around models using prior scores, traces, and filesystem-carried candidate history."
src_ohmycodex_20260323,GitHub – Yeachan-Heo/oh-my-codex,https://github.com/Yeachan-Heo/oh-my-codex,github-repo,community-repo,2026-03-23,b,readme-reviewed,yes,yes,github:Yeachan-Heo/oh-my-codex,handbook_candidate,high,"Codex-oriented workflow/runtime layer with deep interview, plan approval, team orchestration, and persistent .omx state."
src_arxiv_2604_02268_20260402,arXiv:2604.02268 – SKILL0,https://arxiv.org/abs/2604.02268,preprint,arxiv,2026-04-02,b,page-reviewed,yes,yes,arxiv:2604.02268,handbook_candidate,high,Skill internalization via in-context agentic RL and dynamic curriculum; useful for retrieval-vs-internalization boundary.
src_anthropic_managed_agents_20260408,Anthropic Engineering – Managed Agents,https://www.anthropic.com/engineering/managed-agents,blog,vendor-engineering-blog,2026-04-08,b,page-reviewed,yes,yes,url:anthropic.com/engineering/managed-agents,handbook_candidate,very_high,"Durable managed-agent runtime with session log, harness/sandbox separation, wake/replay, and credential boundary patterns."
src_arxiv_2604_06015_20260407,arXiv:2604.06015 – How LLMs Follow Instructions,https://arxiv.org/abs/2604.06015,preprint,arxiv,2026-04-07,d,page-reviewed,yes,yes,arxiv:2604.06015,blackboard_only,low,"Instruction-following as coordination of specialized skills; theory background, not direct ASWE guidance."
src_markitdown_20260409,GitHub – microsoft/markitdown,https://github.com/microsoft/markitdown,github-repo,vendor-open-source-repo,2026-04-09,c,readme-reviewed,yes,yes,github:microsoft/markitdown,blackboard_only,medium,"Document/media-to-Markdown ingestion layer with MCP server and plugin surface; useful substrate, not an ASWE core pattern."
